year,week,date,team1,score1,team2,score2
2023,5,Sep. 30,Alfred State,19.0,Olivet,40.0
2023,5,Sep. 30,Framingham State,24.0,Plymouth State,14.0
2023,5,Sep. 30,Springfield,42.0,WPI,10.0
2023,5,Sep. 30,Merchant Marine,17.0,Salve Regina,35.0
2023,5,Sep. 30,Belhaven,35.0,N.C. Wesleyan,14.0
2023,5,Sep. 30,Juniata,14.0,Wilkes,63.0
2023,5,Sep. 30,Gallaudet,28.0,Nichols,55.0
2023,5,Sep. 30,Kean,9.0,William Paterson,21.0
2023,5,Sep. 30,DePauw,66.0,Oberlin,7.0
2023,5,Sep. 30,Amherst,0.0,Trinity (Conn.),49.0
2023,5,Sep. 30,LaGrange,26.0,Southern Virginia,52.0
2023,5,Sep. 30,Hiram,16.0,Kenyon,40.0
2023,5,Sep. 30,Wabash,31.0,Ohio Wesleyan,13.0
2023,5,Sep. 30,St. Lawrence,0.0,Union,34.0
2023,5,Sep. 30,Lyon,14.0,McMurry,52.0
2023,5,Sep. 30,Bridgewater,39.0,Hampden-Sydney,38.0
2023,5,Sep. 30,Kalamazoo,17.0,Albion,44.0
2023,5,Sep. 30,Keystone,34.0,Moravian,58.0
2023,5,Sep. 30,Hartwick,7.0,Utica,48.0
2023,5,Sep. 30,Hamilton,14.0,Wesleyan,35.0
2023,5,Sep. 30,Gettysburg,27.0,McDaniel,20.0
2023,5,Sep. 30,Bowdoin,27.0,Middlebury,34.0
2023,5,Sep. 30,Westminster (Mo.),17.0,Crown,25.0
2023,5,Sep. 30,Minnesota-Morris,24.0,Greenville,10.0
2023,5,Sep. 30,Williams,10.0,Tufts,28.0
2023,5,Sep. 30,Otterbein,31.0,Capital,35.0
2023,5,Sep. 30,MIT,14.0,Coast Guard,36.0
2023,5,Sep. 30,Bluffton,24.0,Franklin,31.0
2023,5,Sep. 30,Defiance,27.0,Hanover,21.0
2023,5,Sep. 30,Manchester,14.0,Mount St. Joseph,69.0
2023,5,Sep. 30,Heidelberg,20.0,Muskingum,17.0
2023,5,Sep. 30,Wittenberg,27.0,Denison,24.0
2023,5,Sep. 30,Marietta,42.0,Baldwin Wallace,21.0
2023,5,Sep. 30,Salisbury,14.0,Christopher Newport,24.0
2023,5,Sep. 30,Shenandoah,38.0,Ferrum,3.0
2023,5,Sep. 30,Brevard,34.0,Greensboro,24.0
2023,5,Sep. 30,Anderson,3.0,Rose-Hulman,64.0
2023,5,Sep. 30,Sewanee,20.0,Hendrix,19.0
2023,5,Sep. 30,Methodist,7.0,Huntingdon,52.0
2023,5,Sep. 30,Luther,10.0,Nebraska Wesleyan,35.0
2023,5,Sep. 30,St. Scholastica,23.0,Macalester,17.0
2023,5,Sep. 30,North Park,7.0,Washington U.,41.0
2023,5,Sep. 30,St. Norbert,24.0,Lakeland,21.0
2023,5,Sep. 30,Carleton,36.0,Concordia-Moorhead,35.0
2023,5,Sep. 30,Illinois Wesleyan,45.0,Millikin,17.0
2023,5,Sep. 30,Gustavus Adolphus,28.0,Bethel,37.0
2023,5,Sep. 30,Dubuque,16.0,Central,55.0
2023,5,Sep. 30,Lawrence,16.0,Grinnell,34.0
2023,5,Sep. 30,Northwestern (Minn.),42.0,Martin Luther,38.0
2023,5,Sep. 30,Rockford,20.0,Wisconsin Lutheran,52.0
2023,5,Sep. 30,Chicago,48.0,Beloit,7.0
2023,5,Sep. 30,Cornell,36.0,Ripon,33.0
2023,5,Sep. 30,St. Olaf,49.0,Hamline,25.0
2023,5,Sep. 30,Carroll,19.0,Augustana,23.0
2023,5,Sep. 30,Simpson,55.0,Buena Vista,28.0
2023,5,Sep. 30,Elmhurst,20.0,Carthage,27.0
2023,5,Sep. 30,Monmouth,17.0,Illinois College,20.0
2023,5,Sep. 30,Concordia (Wis.),57.0,Concordia-Chicago,42.0
2023,5,Sep. 30,Case Western Reserve,34.0,Bethany,12.0
2023,5,Sep. 30,Waynesburg,14.0,Thiel,15.0
2023,5,Sep. 30,Castleton,14.0,University of New England,31.0
2023,5,Sep. 30,Hope,30.0,Adrian,21.0
2023,5,Sep. 30,Southwestern,7.0,Rhodes,31.0
2023,5,Sep. 30,Lake Forest,50.0,Knox,0.0
2023,5,Sep. 30,UW-Eau Claire,24.0,UW-Stevens Point,17.0
2023,5,Sep. 30,Redlands,24.0,La Verne,7.0
2023,5,Sep. 30,Pomona-Pitzer,20.0,Claremont-Mudd-Scripps,30.0
2023,5,Sep. 30,Puget Sound,14.0,Pacific,28.0
2023,5,Sep. 30,Mass-Dartmouth,21.0,Western Connecticut,52.0
2023,5,Sep. 30,Rochester,29.0,Buffalo State,22.0
2023,5,Sep. 30,Washington and Lee,25.0,Averett,20.0
2023,5,Sep. 30,Millsaps,14.0,Birmingham-Southern,8.0
2023,5,Sep. 30,TCNJ,7.0,Montclair State,42.0
2023,5,Sep. 30,Brockport,35.0,St. John Fisher,18.0
2023,5,Sep. 30,Colby,30.0,Bates,24.0
2023,5,Sep. 30,St. Vincent,28.0,Geneva,19.0
2023,5,Sep. 30,Texas Lutheran,34.0,Sul Ross State,37.0
2023,5,Sep. 30,Austin,7.0,East Texas Baptist,35.0
2023,5,Sep. 30,Lewis and Clark,37.0,George Fox,31.0
2023,5,Sep. 30,Carnegie Mellon,19.0,Allegheny,3.0
2023,5,Sep. 30,Chapman,21.0,Cal Lutheran,24.0
2023,6,Oct. 7,Carroll,24.0,North Central (Ill.),69.0
2023,6,Oct. 7,Mount Union,41.0,Heidelberg,3.0
2023,6,Oct. 7,Wartburg,54.0,Luther,0.0
2023,6,Oct. 7,UW-La Crosse,37.0,UW-Whitewater,34.0
2023,6,Oct. 7,Centre,3.0,Trinity (Texas),31.0
2023,6,Oct. 6,Gettysburg,28.0,Johns Hopkins,49.0
2023,6,Oct. 7,Averett,7.0,Randolph-Macon,59.0
2023,6,Oct. 7,Susquehanna,69.0,Keystone,0.0
2023,6,Oct. 7,Wheaton (Ill.),61.0,Elmhurst,6.0
2023,6,Oct. 7,Utica,3.0,Cortland,56.0
2023,6,Oct. 7,Aurora,91.0,Concordia-Chicago,0.0
2023,6,Oct. 7,Hardin-Simmons,19.0,McMurry,16.0
2023,6,Oct. 7,Concordia-Moorhead,23.0,St. John's,42.0
2023,6,Oct. 7,John Carroll,31.0,Marietta,28.0
2023,6,Oct. 7,Grove City,48.0,Geneva,21.0
2023,6,Oct. 7,Ithaca,20.0,RPI,17.0
2023,6,Oct. 7,Whitworth,59.0,Willamette,7.0
2023,6,Oct. 7,Linfield,57.0,Lewis and Clark,15.0
2023,6,Oct. 7,McDaniel,6.0,Muhlenberg,50.0
2023,6,Oct. 7,Berry,52.0,Southwestern,10.0
2023,6,Oct. 7,UW-River Falls,49.0,UW-Eau Claire,7.0
2023,6,Oct. 7,Delaware Valley,28.0,Alvernia,12.0
2023,6,Oct. 6,Bridgewater State,35.0,Worcester State,7.0
2023,6,Oct. 7,Stevenson,38.0,Albright,0.0
2023,6,Oct. 7,Springfield,38.0,MIT,10.0
2023,6,Oct. 7,Lyon,15.0,Alfred State,41.0
2023,6,Oct. 7,FDU-Florham,14.0,King's,17.0
2023,6,Oct. 7,Framingham State,40.0,Fitchburg State,7.0
2023,6,Oct. 7,Coast Guard,7.0,Salve Regina,38.0
2023,6,Oct. 7,Hilbert,20.0,Gallaudet,34.0
2023,6,Oct. 7,Hanover,21.0,Bluffton,0.0
2023,6,Oct. 7,Eastern,8.0,Misericordia,25.0
2023,6,Oct. 7,Moravian,36.0,Catholic,28.0
2023,6,Oct. 7,Dean,14.0,Curry,47.0
2023,6,Oct. 7,Union,21.0,Rochester,17.0
2023,6,Oct. 7,Case Western Reserve,19.0,St. Vincent,0.0
2023,6,Oct. 7,Hartwick,0.0,Brockport,63.0
2023,6,Oct. 7,Amherst,17.0,Bates,7.0
2023,6,Oct. 7,Albion,6.0,Hope,14.0
2023,6,Oct. 7,Montclair State,27.0,Kean,14.0
2023,6,Oct. 7,Hiram,7.0,Wittenberg,21.0
2023,6,Oct. 7,Merchant Marine,28.0,Norwich,21.0
2023,6,Oct. 7,Adrian,14.0,Trine,34.0
2023,6,Oct. 7,Denison,6.0,DePauw,17.0
2023,6,Oct. 7,William Paterson,19.0,Salisbury,36.0
2023,6,Oct. 7,Ferrum,10.0,Hampden-Sydney,48.0
2023,6,Oct. 7,Lebanon Valley,27.0,Widener,24.0
2023,6,Oct. 7,Southern Virginia,28.0,Brevard,49.0
2023,6,Oct. 7,Bethany,7.0,Westminster (Pa.),42.0
2023,6,Oct. 7,Buffalo State,21.0,Hobart,45.0
2023,6,Oct. 7,Greensboro,7.0,Maryville (Tenn.),35.0
2023,6,Oct. 7,Ursinus,16.0,Franklin and Marshall,20.0
2023,6,Oct. 7,Christopher Newport,24.0,Dickinson,27.0
2023,6,Oct. 7,Trinity (Conn.),34.0,Hamilton,21.0
2023,6,Oct. 7,Wilkes,48.0,Lycoming,35.0
2023,6,Oct. 7,N.C. Wesleyan,35.0,LaGrange,14.0
2023,6,Oct. 7,Wesleyan,13.0,Colby,20.0
2023,6,Oct. 7,Anna Maria,17.0,Western New England,33.0
2023,6,Oct. 7,Huntingdon,3.0,Belhaven,29.0
2023,6,Oct. 7,Martin Luther,14.0,Westminster (Mo.),28.0
2023,6,Oct. 7,Rose-Hulman,44.0,Manchester,7.0
2023,6,Oct. 7,Mount St. Joseph,62.0,Defiance,21.0
2023,6,Oct. 7,Franklin,36.0,Anderson,28.0
2023,6,Oct. 7,Kenyon,7.0,Ohio Wesleyan,48.0
2023,6,Oct. 7,Middlebury,12.0,Williams,10.0
2023,6,Oct. 7,Wooster,35.0,Wabash,45.0
2023,6,Oct. 7,Olivet,42.0,Kalamazoo,14.0
2023,6,Oct. 7,Allegheny,28.0,Washington and Jefferson,35.0
2023,6,Oct. 7,Morrisville State,10.0,Alfred,14.0
2023,6,Oct. 7,Gustavus Adolphus,63.0,St. Scholastica,12.0
2023,6,Oct. 7,Benedictine,0.0,Concordia (Wis.),28.0
2023,6,Oct. 7,East Texas Baptist,14.0,Howard Payne,28.0
2023,6,Oct. 7,Rockford,6.0,St. Norbert,58.0
2023,6,Oct. 7,Central,38.0,Loras,14.0
2023,6,Oct. 7,Ripon,10.0,Knox,3.0
2023,6,Oct. 7,Buena Vista,7.0,Coe,52.0
2023,6,Oct. 7,Millikin,3.0,Augustana,42.0
2023,6,Oct. 7,Lakeland,14.0,Wisconsin Lutheran,34.0
2023,6,Oct. 7,North Park,35.0,Carthage,20.0
2023,6,Oct. 7,St. Olaf,31.0,Carleton,33.0
2023,6,Oct. 7,Illinois College,41.0,Chicago,20.0
2023,6,Oct. 7,Nebraska Wesleyan,28.0,Dubuque,56.0
2023,6,Oct. 7,Augsburg,41.0,Hamline,7.0
2023,6,Oct. 7,Washington U.,38.0,Illinois Wesleyan,10.0
2023,6,Oct. 7,Sul Ross State,49.0,Austin,7.0
2023,6,Oct. 7,Mary Hardin-Baylor,55.0,Texas Lutheran,21.0
2023,6,Oct. 7,UW-Stevens Point,10.0,UW-Platteville,51.0
2023,6,Oct. 7,SUNY-Maritime,28.0,WPI,21.0
2023,6,Oct. 7,Rowan,9.0,TCNJ,7.0
2023,6,Oct. 7,UW-Oshkosh,48.0,UW-Stout,46.0
2023,6,Oct. 7,Lawrence,0.0,Lake Forest,76.0
2023,6,Oct. 7,Grinnell,6.0,Monmouth,69.0
2023,6,Oct. 7,Crown,23.0,Northwestern (Minn.),47.0
2023,6,Oct. 7,Beloit,24.0,Cornell,36.0
2023,6,Oct. 7,Massachusetts Maritime,0.0,Mass-Dartmouth,26.0
2023,6,Oct. 7,Plymouth State,20.0,Western Connecticut,55.0
2023,6,Oct. 7,Guilford,25.0,Washington and Lee,48.0
2023,6,Oct. 7,Rhodes,37.0,Millsaps,7.0
2023,6,Oct. 7,Birmingham-Southern,38.0,Sewanee,32.0
2023,6,Oct. 7,Pacific,10.0,Pacific Lutheran,17.0
2023,6,Oct. 7,George Fox,27.0,Puget Sound,29.0
2023,6,Oct. 7,Tufts,24.0,Bowdoin,10.0
2023,6,Oct. 7,Bridgewater,24.0,Shenandoah,10.0
2023,6,Oct. 7,Thiel,22.0,Carnegie Mellon,80.0
2023,6,Oct. 7,Bethel,49.0,Macalester,14.0
2023,6,Oct. 7,Claremont-Mudd-Scripps,7.0,Chapman,20.0
2023,6,Oct. 7,Pomona-Pitzer,10.0,Redlands,9.0
2023,6,Oct. 7,La Verne,0.0,Cal Lutheran,55.0
2023,7,Oct. 14,North Central (Ill.),75.0,Millikin,3.0
2023,7,Oct. 14,Capital,0.0,Mount Union,76.0
2023,7,Oct. 14,Dubuque,10.0,Wartburg,31.0
2023,7,Oct. 14,UW-La Crosse,21.0,UW-Platteville,17.0
2023,7,Oct. 14,UW-Whitewater,21.0,UW-River Falls,14.0
2023,7,Oct. 14,Johns Hopkins,34.0,Franklin and Marshall,27.0
2023,7,Oct. 14,Randolph-Macon,38.0,Bridgewater,3.0
2023,7,Oct. 14,Susquehanna,56.0,Juniata,0.0
2023,7,Oct. 14,Carthage,13.0,Wheaton (Ill.),50.0
2023,7,Oct. 14,Alfred,21.0,Cortland,59.0
2023,7,Oct. 14,Aurora,37.0,St. Norbert,9.0
2023,7,Oct. 14,Alma,35.0,Hope,17.0
2023,7,Oct. 14,Western New England,21.0,Endicott,24.0
2023,7,Oct. 14,Texas Lutheran,22.0,Hardin-Simmons,27.0
2023,7,Oct. 14,Carleton,7.0,St. John's,63.0
2023,7,Oct. 14,Ohio Northern,14.0,John Carroll,44.0
2023,7,Oct. 14,Grove City,31.0,Allegheny,7.0
2023,7,Oct. 14,Union,9.0,Ithaca,17.0
2023,7,Oct. 14,Puget Sound,21.0,Whitworth,63.0
2023,7,Oct. 14,George Fox,13.0,Linfield,41.0
2023,7,Oct. 14,Muhlenberg,41.0,Gettysburg,13.0
2023,7,Oct. 14,Millsaps,7.0,Berry,64.0
2023,7,Oct. 14,Delaware Valley,20.0,FDU-Florham,0.0
2023,7,Oct. 12,Worcester State,19.0,Massachusetts Maritime,22.0
2023,7,Oct. 14,Fitchburg State,21.0,Plymouth State,40.0
2023,7,Oct. 14,Gallaudet,24.0,Castleton,23.0
2023,7,Oct. 14,Anna Maria,20.0,Alfred State,46.0
2023,7,Oct. 14,King's,35.0,Lebanon Valley,21.0
2023,7,Oct. 14,Keystone,7.0,Wilkes,42.0
2023,7,Oct. 14,MIT,14.0,Merchant Marine,28.0
2023,7,Oct. 14,Western Connecticut,56.0,Framingham State,34.0
2023,7,Oct. 14,Geneva,20.0,Thiel,9.0
2023,7,Oct. 14,Stevenson,42.0,Alvernia,6.0
2023,7,Oct. 14,Wabash,24.0,Denison,28.0
2023,7,Oct. 14,St. Vincent,0.0,Waynesburg,24.0
2023,7,Oct. 14,Misericordia,27.0,Widener,31.0
2023,7,Oct. 14,Ohio Wesleyan,19.0,Hiram,18.0
2023,7,Oct. 14,Middlebury,20.0,Trinity (Conn.),15.0
2023,7,Oct. 14,Colby,19.0,Amherst,16.0
2023,7,Oct. 14,Curry,7.0,Husson,28.0
2023,7,Oct. 14,Lycoming,28.0,Catholic,25.0
2023,7,Oct. 14,TCNJ,27.0,Kean,0.0
2023,7,Oct. 14,Nichols,26.0,University of New England,62.0
2023,7,Oct. 14,Southwestern,21.0,Centre,45.0
2023,7,Oct. 14,Olivet,14.0,Trine,28.0
2023,7,Oct. 14,Salisbury,31.0,Montclair State,12.0
2023,7,Oct. 14,Buffalo State,28.0,RPI,51.0
2023,7,Oct. 14,Morrisville State,6.0,Utica,24.0
2023,7,Oct. 14,Adrian,23.0,Kalamazoo,45.0
2023,7,Oct. 14,Shenandoah,31.0,Guilford,20.0
2023,7,Oct. 14,Brevard,52.0,Methodist,20.0
2023,7,Oct. 14,Belhaven,42.0,LaGrange,20.0
2023,7,Oct. 14,Hilbert,3.0,Hobart,49.0
2023,7,Oct. 14,Rochester,37.0,St. Lawrence,27.0
2023,7,Oct. 14,Carnegie Mellon,41.0,Bethany,7.0
2023,7,Oct. 14,Dickinson,40.0,McDaniel,20.0
2023,7,Oct. 14,William Paterson,15.0,Ursinus,39.0
2023,7,Oct. 14,Greenville,29.0,Martin Luther,31.0
2023,7,Oct. 14,Westminster (Mo.),0.0,Minnesota-Morris,45.0
2023,7,Oct. 14,Manchester,0.0,Hanover,34.0
2023,7,Oct. 14,Bluffton,28.0,Rose-Hulman,52.0
2023,7,Oct. 14,Franklin,35.0,Defiance,21.0
2023,7,Oct. 14,Williams,24.0,Hamilton,17.0
2023,7,Oct. 14,Anderson,14.0,Mount St. Joseph,77.0
2023,7,Oct. 14,Westminster (Pa.),6.0,Case Western Reserve,31.0
2023,7,Oct. 14,Bates,20.0,Bowdoin,35.0
2023,7,Oct. 14,Mass-Dartmouth,26.0,Westfield State,23.0
2023,7,Oct. 14,DePauw,53.0,Wooster,7.0
2023,7,Oct. 14,Marietta,45.0,Wilmington,15.0
2023,7,Oct. 14,Ferrum,16.0,Washington and Lee,41.0
2023,7,Oct. 14,Christopher Newport,21.0,Rowan,18.0
2023,7,Oct. 14,St. Olaf,37.0,St. Scholastica,17.0
2023,7,Oct. 14,Sewanee,10.0,Rhodes,30.0
2023,7,Oct. 14,Augustana,35.0,Washington U.,17.0
2023,7,Oct. 14,Maryville (Tenn.),21.0,Huntingdon,28.0
2023,7,Oct. 14,Concordia-Chicago,9.0,Lakeland,17.0
2023,7,Oct. 14,Grinnell,0.0,Lake Forest,47.0
2023,7,Oct. 14,Sul Ross State,13.0,Mary Hardin-Baylor,37.0
2023,7,Oct. 14,McMurry,13.0,East Texas Baptist,14.0
2023,7,Oct. 14,Coe,28.0,Simpson,0.0
2023,7,Oct. 14,Hamline,14.0,Concordia-Moorhead,58.0
2023,7,Oct. 14,Benedictine,19.0,Rockford,7.0
2023,7,Oct. 14,Bethel,38.0,Augsburg,7.0
2023,7,Oct. 14,Illinois Wesleyan,18.0,North Park,20.0
2023,7,Oct. 14,Elmhurst,14.0,Carroll,62.0
2023,7,Oct. 14,Knox,7.0,Illinois College,61.0
2023,7,Oct. 14,Beloit,34.0,Lawrence,14.0
2023,7,Oct. 14,Macalester,18.0,Gustavus Adolphus,55.0
2023,7,Oct. 14,Loras,41.0,Nebraska Wesleyan,38.0
2023,7,Oct. 14,UW-Stevens Point,14.0,UW-Stout,51.0
2023,7,Oct. 14,Luther,10.0,Buena Vista,17.0
2023,7,Oct. 14,Cornell,6.0,Monmouth,43.0
2023,7,Oct. 14,UW-Eau Claire,7.0,UW-Oshkosh,35.0
2023,7,Oct. 14,St. John Fisher,38.0,Hartwick,21.0
2023,7,Oct. 14,Hendrix,15.0,Birmingham-Southern,16.0
2023,7,Oct. 14,Ripon,6.0,Chicago,21.0
2023,7,Oct. 14,Austin,11.0,Howard Payne,35.0
2023,7,Oct. 14,Hampden-Sydney,31.0,Averett,28.0
2023,7,Oct. 14,Wittenberg,72.0,Oberlin,7.0
2023,7,Oct. 14,Pacific Lutheran,62.0,Willamette,7.0
2023,7,Oct. 14,Otterbein,8.0,Heidelberg,28.0
2023,7,Oct. 14,Wisconsin Lutheran,42.0,Eureka,14.0
2023,7,Oct. 14,Claremont-Mudd-Scripps,30.0,La Verne,17.0
2023,7,Oct. 14,Greensboro,28.0,N.C. Wesleyan,34.0
2023,7,Oct. 14,Wesleyan,14.0,Tufts,49.0
2023,7,Oct. 14,Albright,9.0,Eastern,21.0
2023,7,Oct. 14,Baldwin Wallace,34.0,Muskingum,22.0
2023,7,Oct. 14,Lewis and Clark,51.0,Pacific,35.0
2023,7,Oct. 14,Chapman,21.0,Pomona-Pitzer,0.0
2023,7,Oct. 14,Cal Lutheran,10.0,Redlands,20.0
2023,8,Oct. 21,Washington U.,3.0,North Central (Ill.),49.0
2023,8,Oct. 21,Mount Union,69.0,Wilmington,0.0
2023,8,Oct. 21,Wartburg,62.0,Loras,7.0
2023,8,Oct. 21,UW-Oshkosh,28.0,UW-La Crosse,31.0
2023,8,Oct. 21,UW-Stout,20.0,UW-Whitewater,37.0
2023,8,Oct. 21,Trinity (Texas),57.0,Southwestern,7.0
2023,8,Oct. 21,Ursinus,14.0,Johns Hopkins,42.0
2023,8,Oct. 21,Shenandoah,13.0,Randolph-Macon,48.0
2023,8,Oct. 21,Wilkes,7.0,Susquehanna,34.0
2023,8,Oct. 21,Wheaton (Ill.),52.0,Carroll,6.0
2023,8,Oct. 21,Cortland,42.0,St. John Fisher,14.0
2023,8,Oct. 21,Wisconsin Lutheran,7.0,Aurora,70.0
2023,8,Oct. 21,Kalamazoo,10.0,Alma,43.0
2023,8,Oct. 21,Endicott,48.0,Nichols,0.0
2023,8,Oct. 21,Hardin-Simmons,55.0,Sul Ross State,7.0
2023,8,Oct. 21,St. John's,35.0,Gustavus Adolphus,38.0
2023,8,Oct. 21,John Carroll,63.0,Capital,17.0
2023,8,Oct. 21,St. Vincent,0.0,Grove City,49.0
2023,8,Oct. 21,Ithaca,24.0,Rochester,10.0
2023,8,Oct. 21,Pacific,20.0,Whitworth,42.0
2023,8,Oct. 21,Linfield,55.0,Puget Sound,6.0
2023,8,Oct. 21,Muhlenberg,42.0,Dickinson,21.0
2023,8,Oct. 21,Berry,61.0,Sewanee,23.0
2023,8,Oct. 21,UW-River Falls,75.0,UW-Stevens Point,14.0
2023,8,Oct. 21,Lebanon Valley,17.0,Delaware Valley,21.0
2023,8,Oct. 20,Massachusetts Maritime,0.0,Western Connecticut,28.0
2023,8,Oct. 21,Misericordia,21.0,Stevenson,33.0
2023,8,Oct. 21,Anna Maria,52.0,Dean,20.0
2023,8,Oct. 21,Utica,28.0,Alfred,0.0
2023,8,Oct. 21,MIT,35.0,SUNY-Maritime,28.0
2023,8,Oct. 21,WPI,28.0,Merchant Marine,40.0
2023,8,Oct. 21,Wabash,67.0,Kenyon,18.0
2023,8,Oct. 21,Alvernia,16.0,FDU-Florham,41.0
2023,8,Oct. 21,RPI,37.0,St. Lawrence,7.0
2023,8,Oct. 21,Salve Regina,21.0,Springfield,31.0
2023,8,Oct. 21,Worcester State,0.0,Plymouth State,35.0
2023,8,Oct. 21,Eastern,18.0,King's,28.0
2023,8,Oct. 21,Southern Virginia,7.0,N.C. Wesleyan,34.0
2023,8,Oct. 21,Moravian,44.0,Juniata,13.0
2023,8,Oct. 21,Widener,48.0,Albright,3.0
2023,8,Oct. 21,Hobart,10.0,Union,27.0
2023,8,Oct. 21,Illinois College,72.0,Lawrence,0.0
2023,8,Oct. 21,Huntingdon,56.0,Greensboro,8.0
2023,8,Oct. 21,Baldwin Wallace,24.0,Otterbein,0.0
2023,8,Oct. 21,Alfred State,24.0,Gallaudet,38.0
2023,8,Oct. 21,University of New England,19.0,Curry,13.0
2023,8,Oct. 21,Tufts,34.0,Amherst,14.0
2023,8,Oct. 21,Montclair State,14.0,William Paterson,13.0
2023,8,Oct. 21,Oberlin,19.0,Hiram,27.0
2023,8,Oct. 21,Bates,7.0,Middlebury,48.0
2023,8,Oct. 21,Hamilton,17.0,Colby,6.0
2023,8,Oct. 21,Lycoming,34.0,Keystone,7.0
2023,8,Oct. 21,Trine,35.0,Albion,28.0
2023,8,Oct. 21,Salisbury,35.0,Rowan,20.0
2023,8,Oct. 21,Brockport,49.0,Morrisville State,0.0
2023,8,Oct. 21,Husson,9.0,Western New England,10.0
2023,8,Oct. 21,Washington and Lee,21.0,Hampden-Sydney,17.0
2023,8,Oct. 21,LaGrange,6.0,Maryville (Tenn.),26.0
2023,8,Oct. 21,Franklin and Marshall,27.0,McDaniel,17.0
2023,8,Oct. 21,Kean,10.0,Christopher Newport,34.0
2023,8,Oct. 21,Bowdoin,30.0,Wesleyan,35.0
2023,8,Oct. 21,Methodist,10.0,Belhaven,45.0
2023,8,Oct. 21,Centre,59.0,Millsaps,20.0
2023,8,Oct. 21,Minnesota-Morris,34.0,Westminster (Mo.),13.0
2023,8,Oct. 21,Northwestern (Minn.),32.0,Greenville,12.0
2023,8,Oct. 21,Norwich,17.0,Coast Guard,52.0
2023,8,Oct. 21,Trinity (Conn.),41.0,Williams,14.0
2023,8,Oct. 21,Manchester,12.0,Bluffton,50.0
2023,8,Oct. 21,Hanover,27.0,Mount St. Joseph,52.0
2023,8,Oct. 21,Rose-Hulman,50.0,Franklin,35.0
2023,8,Oct. 21,Defiance,36.0,Anderson,6.0
2023,8,Oct. 21,Bridgewater,53.0,Averett,24.0
2023,8,Oct. 21,Ohio Northern,27.0,Muskingum,17.0
2023,8,Oct. 21,Waynesburg,0.0,Case Western Reserve,35.0
2023,8,Oct. 21,Hope,45.0,Olivet,7.0
2023,8,Oct. 21,DePauw,41.0,Wittenberg,35.0
2023,8,Oct. 21,Millikin,27.0,Elmhurst,29.0
2023,8,Oct. 21,St. Norbert,13.0,Concordia (Wis.),7.0
2023,8,Oct. 21,Howard Payne,21.0,McMurry,45.0
2023,8,Oct. 21,Illinois Wesleyan,34.0,Carthage,7.0
2023,8,Oct. 21,Lake Forest,0.0,Ripon,12.0
2023,8,Oct. 21,Mary Hardin-Baylor,49.0,Austin,14.0
2023,8,Oct. 21,Chicago,34.0,Cornell,47.0
2023,8,Oct. 21,Knox,14.0,Grinnell,7.0
2023,8,Oct. 21,Lakeland,6.0,Benedictine,31.0
2023,8,Oct. 21,St. Scholastica,21.0,Carleton,42.0
2023,8,Oct. 21,Eureka,27.0,Concordia-Chicago,28.0
2023,8,Oct. 21,Macalester,8.0,Concordia-Moorhead,49.0
2023,8,Oct. 21,Hamline,7.0,Bethel,49.0
2023,8,Oct. 21,Augsburg,56.0,St. Olaf,36.0
2023,8,Oct. 21,North Park,28.0,Augustana,42.0
2023,8,Oct. 21,Nebraska Wesleyan,0.0,Central,72.0
2023,8,Oct. 21,Simpson,56.0,Luther,14.0
2023,8,Oct. 21,Martin Luther,13.0,Crown,3.0
2023,8,Oct. 21,Monmouth,59.0,Beloit,3.0
2023,8,Oct. 21,UW-Platteville,47.0,UW-Eau Claire,14.0
2023,8,Oct. 21,Wooster,31.0,Denison,35.0
2023,8,Oct. 21,Heidelberg,14.0,Marietta,37.0
2023,8,Oct. 21,Gettysburg,13.0,TCNJ,30.0
2023,8,Oct. 21,Buena Vista,0.0,Dubuque,41.0
2023,8,Oct. 21,Guilford,0.0,Ferrum,28.0
2023,8,Oct. 21,Westfield State,0.0,Bridgewater State,21.0
2023,8,Oct. 21,Fitchburg State,7.0,Mass-Dartmouth,42.0
2023,8,Oct. 21,Pomona-Pitzer,20.0,La Verne,7.0
2023,8,Oct. 21,Redlands,17.0,Claremont-Mudd-Scripps,31.0
2023,8,Oct. 21,Lewis and Clark,14.0,Pacific Lutheran,49.0
2023,8,Oct. 21,Hilbert,12.0,Buffalo State,44.0
2023,8,Oct. 21,East Texas Baptist,16.0,Texas Lutheran,6.0
2023,8,Oct. 21,Bethany,20.0,Geneva,45.0
2023,8,Oct. 21,Washington and Jefferson,14.0,Carnegie Mellon,35.0
2023,8,Oct. 21,Allegheny,17.0,Westminster (Pa.),27.0
2023,8,Oct. 21,Rhodes,49.0,Hendrix,50.0
2023,8,,Unknown,,Unknown,
2023,8,Oct. 21,Willamette,10.0,George Fox,63.0
2023,8,Oct. 21,Cal Lutheran,10.0,Chapman,38.0
2023,9,Oct. 28,North Central (Ill.),56.0,North Park,0.0
2023,9,Oct. 28,Otterbein,14.0,Mount Union,51.0
2023,9,Oct. 28,Central,14.0,Wartburg,24.0
2023,9,Oct. 28,UW-Eau Claire,14.0,UW-La Crosse,59.0
2023,9,Oct. 28,UW-Platteville,23.0,UW-Whitewater,45.0
2023,9,Oct. 28,Millsaps,0.0,Trinity (Texas),63.0
2023,9,Oct. 28,Johns Hopkins,34.0,Muhlenberg,28.0
2023,9,Oct. 28,Washington and Lee,12.0,Randolph-Macon,35.0
